Player	Salary	Year
Sleepy Floyd	$1,700,000	1992
Mark Price	$1,690,000	1992
Manute Bol	$1,650,000	1992
Jeff Hornacek	$1,646,000	1992
Harvey Grant	$1,625,000	1992
Drazen Petrovic	$1,615,000	1992
Felton Spencer	$1,610,000	1992
Danny Schayes	$1,600,000	1992
Luc Longley	$1,590,000	1992
Glen Rice	$1,552,000	1992
Vernon Maxwell	$1,542,000	1992
Terry Davis	$1,537,000	1992
Sam Vincent	$1,510,000	1992
Chris Morris	$1,510,000	1992
Rolando Blackman	$1,500,000	1992
Sarunas Marciulionis	$1,500,000	1992
Lionel Simmons	$1,464,000	1992
Mike Gminski	$1,415,000	1992
Brian Shaw	$1,413,000	1992
Tyrone Hill	$1,400,000	1992
Stacey King	$1,400,000	1992
Detlef Schrempf	$1,393,000	1992
Michael Cage	$1,390,000	1992
Tony Campbell	$1,383,000	1992
Clyde Drexler	$1,378,000	1992
Vern Fleming	$1,360,000	1992
Mark Aguirre	$1,351,000	1992
Scott Skiles	$1,348,000	1992
Joe Dumars	$1,339,000	1992
Terry Mills	$1,337,000	1992
Mark Eaton	$1,333,000	1992
Danny Ainge	$1,330,000	1992
Todd Day	$1,325,000	1992
Bill Laimbeer	$1,319,000	1992
Spud Webb	$1,317,000	1992
Michael Adams	$1,309,000	1992
Sidney Green	$1,288,000	1992
Alvin Robertson	$1,283,000	1992
Alton Lister	$1,283,000	1992
Mike Brown	$1,275,000	1992
Walt Williams	$1,275,000	1992
Doug West	$1,275,000	1992
Ken Norman	$1,275,000	1992
Grant Long	$1,258,000	1992
Tom Gugliotta	$1,250,000	1992
J.R. Reid	$1,250,000	1992
Charles Smith	$1,250,000	1992
James Edwards	$1,250,000	1992
Roy Hinson	$1,250,000	1992
Antoine Carr	$1,233,000	1992
Mark Macon	$1,228,000	1992
Rumeal Robinson	$1,225,000	1992
Jim Petersen	$1,221,000	1992
Rod Strickland	$1,200,000	1992
John Paxson	$1,200,000	1992
Chris Dudley	$1,200,000	1992
Kevin Gamble	$1,200,000	1992
Travis Mays	$1,200,000	1992
Johnny Newman	$1,175,000	1992
Derrick McKey	$1,162,000	1992
Ed Pinckney	$1,150,000	1992
Joe Kleine	$1,150,000	1992
Stacey Augmon	$1,138,000	1992
Gary Grant	$1,128,000	1992
Orlando Woolridge	$1,108,000	1992
Tyrone Corbin	$1,100,000	1992
Mark Bryant	$1,100,000	1992
Kurt Rambis	$1,100,000	1992
Eddie Johnson	$1,100,000	1992
Byron Scott	$1,100,000	1992
Loy Vaught	$1,100,000	1992
Terry Catledge	$1,086,000	1992
Craig Ehlo	$1,075,000	1992
Rodney McCray	$1,075,000	1992
Greg Anthony	$1,067,000	1992
Charles Oakley	$1,050,000	1992
Andrew Lang	$1,040,000	1992
George McCloud	$1,040,000	1992
Mitch Richmond	$1,036,000	1992
Dave Jamerson	$1,034,000	1992
Bison Dele	$1,011,000	1992
Dale Ellis	$1,000,000	1992
Mark West	$1,000,000	1992
Thurl Bailey	$1,000,000	1992
Adam Keefe	$1,000,000	1992
Robert Horry	$997,000	1992
Reggie Williams	$985,000	1992
Duane Causwell	$950,000	1992
Ron Anderson	$950,000	1992
Victor Alexander	$942,000	1992
Randy White	$930,000	1992
William Bedford	$925,000	1992
Vinny Del Negro	$920,000	1992
Harold Miner	$912,000	1992
Jerry Reynolds	$910,000	1992
Chris Gatling	$910,000	1992
John Battle	$910,000	1992
Jerrod Mustaf	$904,000	1992
Gerald Glass	$903,000	1992
Tim Perry	$900,000	1992
Anthony Bowie	$900,000	1992
Doc Rivers	$895,000	1992
Lester Conner	$890,000	1992
Charles Jones	$875,000	1992
Fred Roberts	$866,000	1992
Bo Kimble	$865,000	1992
Dee Brown	$865,000	1992
Olden Polynice	$850,000	1992
Bryant Stith	$850,000	1992
Tom Hammonds	$850,000	1992
Stojko Vrankovic	$831,000	1992
Duane Ferrell	$825,000	1992
Willie Burton	$802,000	1992
Ed Nealy	$800,000	1992
Clarence Weatherspoon	$800,000	1992
Nick Anderson	$800,000	1992
John Williams	$800,000	1992
Pooh Richardson	$800,000	1992
Carl Herrera	$800,000	1992
Kevin Brooks	$800,000	1992
Jayson Williams	$800,000	1992
Sedale Threatt	$796,000	1992
Malik Sealy	$790,000	1992
Ledell Eackles	$780,000	1992
Greg Kite	$775,000	1992
Anthony Bonner	$763,000	1992
Alec Kessler	$762,000	1992
LaBradford Smith	$760,000	1992
Winston Garland	$759,000	1992
Nate McMillan	$750,000	1992
Kevin Edwards	$750,000	1992
Dell Curry	$750,000	1992
Dan Majerle	$735,000	1992
Darrell Walker	$735,000	1992
Tracy Murray	$725,000	1992
Dino Radja	$711,000	1992
Jeff Turner	$700,000	1992
Brad Sellers	$700,000	1992
Eric Murdock	$700,000	1992
Anthony Peeler	$700,000	1992
Muggsy Bogues	$700,000	1992
Tim Hardaway	$690,000	1992
Terrell Brandon	$682,000	1992
Tim McCormick	$660,000	1992
Mookie Blaylock	$660,000	1992
Shawn Kemp	$650,000	1992
Bimbo Coles	$650,000	1992
Greg Dreiling	$650,000	1992
Donald Hodge	$650,000	1992
Michael Smith	$650,000	1992
Rick Fox	$650,000	1992
Pete Chilcutt	$630,000	1992
Will Perdue	$625,000	1992
Scott Williams	$613,000	1992
Mario Elie	$608,000	1992
Tom Tolbert	$606,000	1992
Larry Krystkowiak	$605,000	1992
Rich King	$600,000	1992
John Starks	$600,000	1992
Scott Hastings	$600,000	1992
Bob Hansen	$600,000	1992
Maurice Cheeks	$600,000	1992
Kenny Gattison	$598,000	1992
Hubert Davis	$588,000	1992
Brad Lohaus	$583,000	1992
Elden Campbell	$575,000	1992
Sam Mitchell	$575,000	1992
Anthony Cook	$570,000	1992
Todd Lichti	$565,180	1992
Dale Davis	$559,000	1992
Tate George	$551,000	1992
Buck Johnson	$550,000	1992
Steve Kerr	$550,000	1992
Jeff Grayer	$550,000	1992
Latrell Sprewell	$550,000	1992
John Bagley	$550,000	1992
BJ Armstrong	$540,000	1992
Rafael Addison	$522,000	1992
Lee Mayberry	$520,000	1992
Oliver Miller	$517,000	1992
Les Jepsen	$504,000	1992
Larry Stewart	$500,000	1992
Larry Smith	$500,000	1992
Dave Johnson	$500,000	1992
Tim Kempton	$500,000	1992
Kenny Payne	$500,000	1992
Eddie Lee Wilkins	$500,000	1992
Dana Barros	$500,000	1992
Jon Barry	$500,000	1992
Anthony Avent	$500,000	1992
Randy Woods	$500,000	1992
Tod Murphy	$500,000	1992
Tree Rollins	$500,000	1992
Scott Brooks	$500,000	1992
Matt Bullard	$500,000	1992
Byron Houston	$500,000	1992
Gerald Wilkins	$500,000	1992
Rick Mahorn	$500,000	1992
Alaa Abdelnaby	$500,000	1992
Paul Graham	$500,000	1992
Lance Blanks	$490,000	1992
Henry James	$477,000	1992
Blue Edwards	$475,000	1992
Negele Knight	$469,000	1992
Don MacLean	$463,000	1992
Brian Oliver	$456,000	1992
Tony Smith	$450,000	1992
Greg Foster	$439,000	1992
Elmore Spencer	$438,000	1992
Herb Williams	$430,000	1992
Jim Les	$413,000	1992
A.J. English	$406,000	1992
Isaac Austin	$400,000	1992
Craig Hodges	$400,000	1992
Jack Haley	$390,000	1992
David Wood	$375,000	1992
Jud Buechler	$375,000	1992
Sean Rooks	$375,000	1992
Marcus Liberty	$360,000	1992
Sean Green	$355,000	1992
Cedric Ceballos	$350,000	1992
Trent Tucker	$350,000	1992
Mitchell Wiggins	$335,000	1992
Marlon Maxey	$325,000	1992
Kenny Williams	$325,000	1992
David Benoit	$300,000	1992
Chris Corchiani	$300,000	1992
Randy Wittman	$300,000	1992
Brent Price	$283,000	1992
Reggie Smith	$275,000	1992
Gundars Vetra	$275,000	1992
Anthony Mason	$273,000	1992
Greg Grant	$270,000	1992
Corey Crowder	$250,000	1992
Randy Brown	$250,000	1992
Keith Askins	$250,000	1992
Keith Owens	$250,000	1992
Sean Higgins	$250,000	1992
Mark Acres	$250,000	1992
Mark Randall	$250,000	1992
Robert Pack	$250,000	1992
Tracy Moore	$250,000	1992
Bobby Phills	$250,000	1992
Kevin Lynch	$250,000	1992
Morlon Wiley	$250,000	1992
Jeff Sanders	$250,000	1992
Mike Iuzzolino	$241,000	1992
Bob McCann	$225,000	1992
Jerome Lane	$225,000	1992
Vinnie Johnson	$210,000	1992
Marty Conlon	$200,000	1992
Chris Smith	$200,000	1992
Brian Howard	$200,000	1992
Corey Williams	$200,000	1992
Gerald Paddio	$190,000	1992
Vincent Askew	$180,000	1992
Kevin Pritchard	$158,000	1992
Walter Bond	$150,000	1992
John Shasky	$150,000	1992
Dexter Cambridge	$150,000	1992
Steve Bardo	$150,000	1992
Robert Werdann	$145,000	1992
Doug Overton	$140,000	1992
Andre Turner	$140,000	1992
Tim Legler	$140,000	1992
Stephen Howard	$140,000	1992
John Crotty	$140,000	1992
Sam Mack	$140,000	1992
Lloyd Daniels	$140,000	1992
Avery Johnson	$140,000	1992
Richard Dumas	$140,000	1992
Frank Johnson	$140,000	1992
Alex Stivrins	$140,000	1992
Litterial Green	$140,000	1992
Donald Royal	$140,000	1992
Steve Scheffler	$140,000	1992
Eric Anderson	$140,000	1992
Anthony Pullard	$140,000	1992
Matt Geiger	$140,000	1992
Rory Sparrow	$140,000	1992
Duane Cooper	$140,000	1992
Alex Blackwell	$140,000	1992
Kiki Vandeweghe	$140,000	1992
Jaren Jackson Jr	$140,000	1992
Kennard Winchester	$140,000	1992
Keith Jennings	$140,000	1992
Isaiah Morris	$140,000	1992
Gary Plummer	$140,000	1992
Walter Palmer	$140,000	1992
Radisav Curcic	$140,000	1992
Jay Guidinger	$140,000	1992
Tony Bennett	$140,000	1992
Dwayne Schintzius	$140,000	1992
Dan O'Sullivan	$140,000	1992
Chucky Brown	$140,000	1992
Marcus Webb	$140,000	1992
Kenny Battle	$140,000	1992
Bart Kofoed	$140,000	1992
A.J. Wynder	$140,000	1992
Stan Kimbrough	$133,000	1992
David Wingate	$129,000	1992
Doug Lee	$125,000	1992
Roy Tarpley	$80,000	1992
Joe Wolf	$29,000	1992
Curtis Blair	$25,000	1992
Ron Grandison	$15,000	1992
Matt Othick	$13,000	1992
Corey Gaines	$13,000	1992
Reggie Fox	$11,000	1992
Ricky Blanton	$8,000	1992
Tito Horford	$7,000	1992
Lorenzo Williams	$7,000	1992
David Robinson	$5,740,000	1993
Buck Williams	$5,050,000	1993
John Williams	$4,886,000	1993
Vlade Divac	$4,133,000	1993
Ron Harper	$4,000,000	1993
Michael Jordan	$4,000,000	1993
Robert Parish	$4,000,000	1993
Shaquille O'Neal	$3,900,000	1993
Patrick Ewing	$3,825,000	1993
Sam Perkins	$3,587,000	1993
Benoit Benjamin	$3,575,000	1993
Danny Ferry	$3,543,000	1993
Brad Daugherty	$3,541,000	1993
Dominique Wilkins	$3,500,000	1993
Derrick Coleman	$3,440,000	1993
Tim Hardaway	$3,340,000	1993
Charles Barkley	$3,250,000	1993
Danny Manning	$3,250,000	1993
Sam Bowie	$3,200,000	1993
Hakeem Olajuwon	$3,170,000	1993
Larry Johnson	$3,125,000	1993
Alonzo Mourning	$3,120,000	1993
Karl Malone	$3,081,000	1993
Scottie Pippen	$3,075,000	1993
Rony Seikaly	$3,057,000	1993
Reggie Miller	$3,011,000	1993
Dikembe Mutombo	$3,000,000	1993
Dan Majerle	$2,975,000	1993
Jerome Kersey	$2,940,000	1993
Kenny Anderson	$2,925,000	1993
Jon Koncak	$2,900,000	1993
Mark Price	$2,850,000	1993
Chris Mullin	$2,844,000	1993
Stanley Roberts	$2,841,000	1993
Larry Nance	$2,840,000	1993
Dennis Scott	$2,820,000	1993
Ken Norman	$2,785,000	1993
Christian Laettner	$2,730,000	1993
Shawn Bradley	$2,700,000	1993
Nick Anderson	$2,670,000	1993
Kevin Willis	$2,625,000	1993
Charles Smith	$2,557,000	1993
Isiah Thomas	$2,520,000	1993
Mitch Richmond	$2,500,000	1993
Terry Porter	$2,500,000	1993
Magic Johnson	$2,500,000	1993
Rik Smits	$2,500,000	1993
Blair Rasmussen	$2,457,000	1993
John Salley	$2,452,000	1993
Dennis Rodman	$2,450,000	1993
Harvey Grant	$2,429,000	1993
Otis Thorpe	$2,418,000	1993
Billy Owens	$2,414,000	1993
Terry Cummings	$2,407,000	1993
John Stockton	$2,400,000	1993
Sedale Threatt	$2,400,000	1993
Bill Cartwright	$2,400,000	1993
Hersey Hawkins	$2,400,000	1993
Gary Payton	$2,383,000	1993
Jeff Malone	$2,380,000	1993
LaPhonso Ellis	$2,350,000	1993
Clifford Robinson	$2,336,000	1993
Wayman Tisdale	$2,333,000	1993
Kevin Duckworth	$2,313,000	1993
Pervis Ellison	$2,300,000	1993
Kevin Johnson	$2,300,000	1993
Sherman Douglas	$2,300,000	1993
Gerald Wilkins	$2,278,000	1993
Steve Smith	$2,252,000	1993
Fat Lever	$2,203,000	1993
Chuck Person	$2,156,000	1993
Kenny Smith	$2,150,000	1993
Xavier McDaniel	$2,145,000	1993
Johnny Dawkins	$2,100,000	1993
Ricky Pierce	$2,100,000	1993
Willie Anderson	$2,075,000	1993
Micheal Williams	$2,075,000	1993
Jamal Mashburn	$2,033,000	1993
Rex Chapman	$2,004,000	1993
Glen Rice	$2,002,000	1993
Calbert Cheaney	$2,000,000	1993
Cedric Ceballos	$2,000,000	1993
Kendall Gill	$2,000,000	1993
Isaiah Rider	$2,000,000	1993
Mark Jackson	$2,000,000	1993
LaSalle Thompson	$2,000,000	1993
Jim Jackson	$2,000,000	1993
Rolando Blackman	$1,995,000	1993
Charles Oakley	$1,950,000	1993
Horace Grant	$1,950,000	1993
Jeff Hornacek	$1,946,000	1993
Derek Harper	$1,927,000	1993
Sarunas Marciulionis	$1,900,000	1993
A.C. Green	$1,885,000	1993
Frank Brickowski	$1,850,000	1993
Sleepy Floyd	$1,850,000	1993
Mike Gminski	$1,850,000	1993
Mahmoud Abdul-Rauf	$1,825,000	1993
J.R. Reid	$1,818,000	1993
Sean Elliott	$1,807,000	1993
Jay Humphries	$1,800,000	1993
James Worthy	$1,800,000	1993
Chris Morris	$1,785,000	1993
Danny Schayes	$1,750,000	1993
Lionel Simmons	$1,743,000	1993
Todd Day	$1,723,000	1993
Scott Skiles	$1,722,000	1993
Elden Campbell	$1,700,000	1993
Pooh Richardson	$1,694,000	1993
Orlando Woolridge	$1,692,000	1993
Danny Ainge	$1,690,000	1993
Tony Campbell	$1,682,000	1993
Walt Williams	$1,658,000	1993
Doug Smith	$1,650,000	1993
Dino Radja	$1,650,000	1993
Mookie Blaylock	$1,630,000	1993
Tom Gugliotta	$1,625,000	1993
Mark Aguirre	$1,621,000	1993
Evers Burns	$1,616,000	1993
Bobby Hurley	$1,616,000	1993
Terry Mills	$1,614,000	1993
Herb Williams	$1,600,000	1993
Chris Webber	$1,600,000	1993
Stacey King	$1,600,000	1993
Luc Longley	$1,590,000	1993
Felton Spencer	$1,581,000	1993
Clyde Drexler	$1,578,000	1993
Spud Webb	$1,567,000	1993
Rod Strickland	$1,560,000	1993
Vern Fleming	$1,560,000	1993
Tim Perry	$1,550,000	1993
Jim Petersen	$1,521,000	1993
Brian Shaw	$1,513,000	1993
Sidney Green	$1,512,000	1993
Michael Cage	$1,502,000	1993
Blue Edwards	$1,500,000	1993
Mark Macon	$1,498,000	1993
Ed Pinckney	$1,470,000	1993
Doug Christie	$1,445,000	1993
Roy Hinson	$1,445,000	1993
Johnny Newman	$1,435,000	1993
Vernon Maxwell	$1,424,000	1993
Grant Long	$1,410,000	1993
Alvin Robertson	$1,408,000	1993
Tyrone Corbin	$1,400,000	1993
Stacey Augmon	$1,400,000	1993
Terry Catledge	$1,386,000	1993
Mike Brown	$1,375,000	1993
Antoine Carr	$1,353,000	1993
Mark Eaton	$1,333,000	1993
Michael Adams	$1,309,000	1993
Detlef Schrempf	$1,308,000	1993
Dale Ellis	$1,300,000	1993
Mark Bryant	$1,300,000	1993
Richard Dumas	$1,300,000	1993
James Edwards	$1,300,000	1993
Bill Laimbeer	$1,300,000	1993
Tom Chambers	$1,295,000	1993
Jerry Reynolds	$1,288,000	1993
Joe Dumars	$1,280,000	1993
Doug West	$1,275,000	1993
Greg Anthony	$1,269,000	1993
Derrick McKey	$1,262,000	1993
Duane Causwell	$1,260,000	1993
Reggie Williams	$1,258,000	1993
Kenny Gattison	$1,250,000	1993
Anfernee Hardaway	$1,244,000	1993
Bison Dele	$1,244,000	1993
Rumeal Robinson	$1,240,000	1993
Andrew Lang	$1,228,000	1993
Loy Vaught	$1,225,000	1993
Moses Malone	$1,200,000	1993
Robert Horry	$1,200,000	1993
Mark Randall	$1,200,000	1993
Terry Davis	$1,200,000	1993
Will Perdue	$1,200,000	1993
Kevin Edwards	$1,200,000	1993
Armen Gilliam	$1,200,000	1993
Craig Ehlo	$1,200,000	1993
Adam Keefe	$1,200,000	1993
Vinny Del Negro	$1,195,365	1993
Harold Miner	$1,186,000	1993
Victor Alexander	$1,160,000	1993
Bo Kimble	$1,150,000	1993
Eddie Johnson	$1,150,000	1993
Gary Grant	$1,128,000	1993
Chris Gatling	$1,120,000	1993
John Battle	$1,120,000	1993
John Starks	$1,112,000	1993
Doc Rivers	$1,110,000	1993
Anthony Mason	$1,100,000	1993
Nick Van Exel	$1,100,000	1993
George Lynch	$1,100,000	1993
Bryant Stith	$1,100,000	1993
Kevin Gamble	$1,100,000	1993
Tyrone Hill	$1,075,000	1993
Jerrod Mustaf	$1,073,000	1993
Terry Dehere	$1,050,000	1993
Clarence Weatherspoon	$1,040,000	1993
Dell Curry	$1,040,000	1993
Toni Kukoc	$1,025,000	1993
Dee Brown	$1,025,000	1993
Duane Ferrell	$1,025,000	1993
Malik Sealy	$1,023,000	1993
Willie Burton	$1,002,000	1993
Mark West	$1,000,000	1993
Thurl Bailey	$1,000,000	1993
Carl Herrera	$1,000,000	1993
Greg Kite	$985,000	1993
Kevin Brooks	$975,000	1993
Brad Lohaus	$958,000	1993
Jayson Williams	$950,000	1993
Tracy Murray	$943,000	1993
LaBradford Smith	$940,000	1993
Alec Kessler	$922,000	1993
Randy White	$922,000	1993
Dwayne Schintzius	$921,000	1993
Anthony Peeler	$910,000	1993
Lindsey Hunter	$902,000	1993
Anthony Bowie	$900,000	1993
Muggsy Bogues	$900,000	1993
Donald Royal	$890,000	1993
Vin Baker	$866,000	1993
Nate McMillan	$850,000	1993
Tim McCormick	$850,000	1993
Olden Polynice	$850,000	1993
Donald Hodge	$845,000	1993
Terrell Brandon	$840,000	1993
Scott Haskin	$833,000	1993
Stojko Vrankovic	$831,000	1993
David Benoit	$810,000	1993
Alaa Abdelnaby	$805,000	1993
Bimbo Coles	$802,000	1993
Eric Murdock	$800,000	1993
Tony Smith	$800,000	1993
Tom Hammonds	$800,000	1993
John Paxson	$800,000	1993
Chris Dudley	$790,000	1993
Mario Elie	$790,000	1993
Dave Jamerson	$780,000	1993
Hubert Davis	$764,000	1993
Pete Chilcutt	$760,000	1993
Rick Fox	$755,000	1993
Dana Barros	$750,000	1993
Shawn Kemp	$750,000	1993
Allan Houston	$736,000	1993
Buck Johnson	$715,000	1993
Sam Mitchell	$715,000	1993
Jeff Grayer	$715,000	1993
Greg Graham	$700,000	1993
Rich King	$700,000	1993
Latrell Sprewell	$700,000	1993
Dale Davis	$688,000	1993
Oliver Miller	$672,000	1993
Lee Mayberry	$670,000	1993
Luther Wright	$650,000	1993
James Robinson	$650,000	1993
Dave Johnson	$650,000	1993
Tim Kempton	$650,000	1993
Joe Kleine	$650,000	1993
Anthony Avent	$650,000	1993
Anthony Bonner	$650,000	1993
Jon Barry	$650,000	1993
Anthony Cook	$650,000	1993
Manute Bol	$650,000	1993
Tom Tolbert	$650,000	1993
Randy Woods	$650,000	1993
Byron Scott	$650,000	1993
Sam Cassell	$650,000	1993
Matt Bullard	$650,000	1993
Marcus Liberty	$650,000	1993
Greg Anderson	$650,000	1993
Chris Mills	$650,000	1993
Scott Burrell	$650,000	1993
Rick Mahorn	$650,000	1993
Rex Walters	$650,000	1993
Acie Earl	$650,000	1993
Doug Edwards	$650,000	1993
Larry Krystkowiak	$644,000	1993
Scott Williams	$641,000	1993
Tate George	$626,000	1993
BJ Armstrong	$620,000	1993
Corie Blount	$620,000	1993
Ervin Johnson	$617,000	1993
Don MacLean	$601,000	1993
Larry Stewart	$600,000	1993
Byron Houston	$600,000	1993
PJ Brown	$600,000	1993
John Bagley	$600,000	1993
Paul Graham	$600,000	1993
Randy Brown	$597,000	1993
Kurt Rambis	$580,000	1993
David Wingate	$570,000	1993
Elmore Spencer	$569,000	1993
Todd Lichti	$565,000	1993
Antonio Davis	$565,000	1993
Malcolm Mackey	$550,000	1993
Scott Brooks	$525,000	1993
Les Jepsen	$504,000	1993
Gheorghe Muresan	$500,000	1993
Doug Overton	$500,000	1993
Frank Johnson	$500,000	1993
Negele Knight	$496,000	1993
David Wood	$488,000	1993
Sean Rooks	$488,000	1993
Gerald Madkins	$475,000	1993
Brian Oliver	$456,000	1993
Isaac Austin	$450,000	1993
Derek Strong	$420,000	1993
Kenny Walker	$400,000	1993
Sean Green	$400,000	1993
Robert Pack	$400,000	1993
Jack Haley	$390,000	1993
Marlon Maxey	$375,000	1993
Kenny Williams	$375,000	1993
Jud Buechler	$375,000	1993
Jim Les	$363,000	1993
Reggie Smith	$358,000	1993
Lucious Harris	$350,000	1993
Kevin Lynch	$325,000	1993
Haywoode Workman	$320,000	1993
Keith Askins	$313,000	1993
Bobby Phills	$313,000	1993
Ron Anderson	$300,000	1993
Eric Leckner	$300,000	1993
Gundars Vetra	$300,000	1993
Avery Johnson	$300,000	1993
Greg Dreiling	$300,000	1993
A.J. English	$300,000	1993
Brent Price	$283,000	1993
Popeye Jones	$275,000	1993
Chris Smith	$270,000	1993
Marty Conlon	$250,000	1993
Litterial Green	$250,000	1993
Eric Anderson	$250,000	1993
Matt Geiger	$250,000	1993
Andre Spencer	$250,000	1993
Keith Jennings	$250,000	1993
Robert Werdann	$250,000	1993
Tim Legler	$250,000	1993
Jay Guidinger	$250,000	1993
Lorenzo Williams	$250,000	1993
Steve Henson	$250,000	1993
Greg Foster	$250,000	1993
John Crotty	$200,000	1993
Tellis Frank	$200,000	1993
Lloyd Daniels	$182,000	1993
Tony Bennett	$182,000	1993
Steve Scheffler	$170,000	1993
Mitchell Butler	$150,000	1993
Walter Bond	$150,000	1993
Bryon Russell	$150,000	1993
Chris Whitney	$150,000	1993
Rod Higgins	$150,000	1993
Randy Breuer	$150,000	1993
Mike Peplowski	$150,000	1993
Kevin Thompson	$150,000	1993
Elliot Perry	$150,000	1993
Joe Courtney	$150,000	1993
Duane Cooper	$150,000	1993
Michael Curry	$150,000	1993
Brian Davis	$150,000	1993
Trevor Wilson	$150,000	1993
Antonio Harvey	$150,000	1993
Kiki Vandeweghe	$150,000	1993
Henry James	$150,000	1993
Richard Petruska	$150,000	1993
Eric Riley	$150,000	1993
Josh Grant	$150,000	1993
Darnell Mee	$150,000	1993
Rodney Rogers	$150,000	1993
Sedric Toney	$150,000	1993
Pete Myers	$150,000	1993
Bill Wennington	$150,000	1993
Steve Kerr	$150,000	1993
LeRon Ellis	$150,000	1993
David Wesley	$150,000	1993
Matt Wenstrom	$150,000	1993
Chris Corchiani	$150,000	1993
Ennis Whatley	$150,000	1993
Eddie Lee Wilkins	$100,000	1993
Roy Tarpley	$80,000	1993
Darren Morningstar	$43,000	1993
Tracy Moore	$40,000	1993
Lester Conner	$25,000	1993
Magic Johnson	$14,660,000	1994
David Robinson	$7,300,000	1994
James Worthy	$7,250,000	1994
A.C. Green	$6,472,600	1994
Detlef Schrempf	$5,000,000	1994
Shaquille O'Neal	$4,800,000	1994
Patrick Ewing	$4,486,700	1994
Anfernee Hardaway	$4,305,000	1994
Derrick Coleman	$4,212,000	1994
John Williams	$4,161,000	1994
Sam Perkins	$4,126,600	1994
Dale Davis	$4,050,000	1994
Danny Ferry	$4,042,000	1994
Charles Barkley	$4,030,000	1994
Clarence Weatherspoon	$4,000,000	1994
Michael Jordan	$3,850,000	1994
Alonzo Mourning	$3,840,000	1994
Brad Daugherty	$3,800,000	1994
Benoit Benjamin	$3,774,600	1994
Larry Johnson	$3,710,000	1994
Tim Hardaway	$3,703,000	1994
Jerome Kersey	$3,608,000	1994
Shawn Bradley	$3,510,000	1994
Chris Dudley	$3,500,000	1994
Stanley Roberts	$3,496,000	1994
Kenny Anderson	$3,463,200	1994
Karl Malone	$3,378,800	1994
Christian Laettner	$3,360,000	1994
Vlade Divac	$3,333,300	1994
Reggie Lewis	$3,300,000	1994
Rony Seikaly	$3,297,000	1994
Toni Kukoc	$3,260,000	1994
Rik Smits	$3,250,000	1994
Dennis Scott	$3,240,000	1994
Reggie Miller	$3,210,500	1994
Buck Williams	$3,200,000	1994
Sam Bowie	$3,200,000	1994
Mark Price	$3,200,000	1994
Hakeem Olajuwon	$3,169,900	1994
Dikembe Mutombo	$3,100,000	1994
Nick Anderson	$3,090,000	1994
Mitch Richmond	$3,000,000	1994
Dan Majerle	$3,000,000	1994
Roy Tarpley	$3,000,000	1994
Harvey Grant	$2,990,000	1994
Kevin Willis	$2,975,000	1994
Glenn Robinson	$2,900,000	1994
Billy Owens	$2,867,000	1994
Charles Smith	$2,857,000	1994
Chris Mullin	$2,844,000	1994
Tyrone Hill	$2,820,000	1994
Dominique Wilkins	$2,820,000	1994
BJ Armstrong	$2,800,000	1994
Jason Kidd	$2,770,800	1994
Kevin Johnson	$2,750,000	1994
Loy Vaught	$2,750,000	1994
Grant Hill	$2,750,000	1994
Blair Rasmussen	$2,747,500	1994
Clifford Robinson	$2,732,000	1994
LaPhonso Ellis	$2,731,000	1994
Sherman Douglas	$2,731,000	1994
Jim Jackson	$2,700,000	1994
John Salley	$2,652,000	1994
Craig Ehlo	$2,650,000	1994
Xavier McDaniel	$2,640,000	1994
Jamal Mashburn	$2,633,300	1994
Kenny Smith	$2,633,000	1994
Kevin Duckworth	$2,612,500	1994
John Stockton	$2,600,000	1994
